Kraków_City,Warszawa_City,Poznañ_City,floor,rooms,sq,year
0.00,0.00,1.00,6.00,6.00,191.15,2010.00
0.00,0.00,1.00,10.00,4.00,77.40,2008.00
0.00,1.00,0.00,0.00,2.00,60.50,2000.00
0.00,0.00,1.00,0.00,4.00,119.53,2019.00
0.00,0.00,1.00,7.00,2.00,48.50,1982.00
0.00,1.00,0.00,5.00,2.00,39.40,2020.00
0.00,1.00,0.00,0.00,2.00,47.40,2020.00
0.00,0.00,1.00,2.00,2.00,56.00,2007.00
1.00,0.00,0.00,2.00,3.00,59.00,1985.00
0.00,1.00,0.00,6.00,3.00,69.10,1982.00
0.00,1.00,0.00,2.00,2.00,90.00,1905.00
0.00,0.00,1.00,2.00,3.00,56.80,1992.00
0.00,0.00,1.00,7.00,3.00,54.50,1975.00
0.00,1.00,0.00,3.00,5.00,124.40,1937.00
0.00,1.00,0.00,1.00,2.00,36.80,2022.00
1.00,0.00,0.00,0.00,3.00,61.14,2020.00
0.00,1.00,0.00,2.00,1.00,33.08,2021.00
1.00,0.00,0.00,2.00,1.00,36.15,2000.00
1.00,0.00,0.00,3.00,3.00,57.91,2020.00
1.00,0.00,0.00,1.00,2.00,46.54,2021.00
0.00,0.00,1.00,1.00,1.00,41.00,2014.00
0.00,1.00,0.00,3.00,2.00,76.50,1910.00
0.00,0.00,1.00,0.00,3.00,104.00,2020.00
0.00,0.00,1.00,1.00,6.00,368.00,2001.00
1.00,0.00,0.00,1.00,1.00,25.60,1975.00
1.00,0.00,0.00,3.00,3.00,112.04,2020.00
0.00,0.00,1.00,2.00,2.00,37.29,2020.00
0.00,0.00,1.00,3.00,3.00,76.10,2010.00
1.00,0.00,0.00,4.00,2.00,45.51,2022.00
0.00,0.00,1.00,6.00,3.00,49.00,1974.00
0.00,0.00,1.00,6.00,3.00,64.60,1956.00
0.00,1.00,0.00,2.00,3.00,68.00,2020.00
0.00,0.00,1.00,6.00,3.00,70.00,1982.00
1.00,0.00,0.00,0.00,3.00,76.66,2021.00
0.00,0.00,1.00,0.00,3.00,60.00,2021.00
0.00,1.00,0.00,7.00,2.00,47.40,1960.00
1.00,0.00,0.00,3.00,4.00,98.00,2002.00
1.00,0.00,0.00,3.00,1.00,40.62,2020.00
0.00,0.00,1.00,2.00,1.00,30.26,2017.00
1.00,0.00,0.00,1.00,3.00,57.84,2021.00
0.00,0.00,1.00,5.00,1.00,24.39,2021.00
1.00,0.00,0.00,3.00,3.00,44.56,2002.00
0.00,0.00,1.00,3.00,3.00,61.00,1978.00
0.00,0.00,1.00,1.00,2.00,47.20,2005.00
1.00,0.00,0.00,1.00,3.00,53.16,2022.00
0.00,0.00,1.00,0.00,3.00,53.10,1972.00
0.00,0.00,1.00,10.00,3.00,72.00,2021.00
1.00,0.00,0.00,4.00,2.00,37.00,1970.00
1.00,0.00,0.00,1.00,2.00,42.80,2021.00
1.00,0.00,0.00,0.00,2.00,43.04,2022.00
0.00,0.00,1.00,0.00,3.00,56.77,2020.00
0.00,1.00,0.00,2.00,1.00,31.00,1930.00
1.00,0.00,0.00,1.00,1.00,28.22,2015.00
0.00,0.00,1.00,6.00,4.00,100.22,2021.00
1.00,0.00,0.00,4.00,2.00,38.00,2018.00
1.00,0.00,0.00,1.00,2.00,37.86,1960.00
1.00,0.00,0.00,1.00,1.00,27.50,2021.00
1.00,0.00,0.00,4.00,3.00,69.15,2021.00
1.00,0.00,0.00,1.00,4.00,62.97,2022.00
1.00,0.00,0.00,0.00,2.00,44.20,2021.00
0.00,0.00,1.00,1.00,3.00,88.50,2008.00
1.00,0.00,0.00,8.00,3.00,60.00,1984.00
1.00,0.00,0.00,3.00,2.00,47.00,2013.00
0.00,0.00,1.00,3.00,2.00,51.00,2010.00
0.00,0.00,1.00,1.00,3.00,89.41,2006.00
0.00,0.00,1.00,1.00,4.00,70.00,2021.00
0.00,0.00,1.00,10.00,3.00,68.00,1977.00
0.00,1.00,0.00,0.00,2.00,48.00,2023.00
0.00,1.00,0.00,2.00,3.00,80.14,2020.00
0.00,0.00,1.00,4.00,3.00,47.00,1970.00
1.00,0.00,0.00,6.00,3.00,59.72,2021.00
1.00,0.00,0.00,2.00,3.00,58.00,1890.00
0.00,1.00,0.00,0.00,3.00,62.70,1987.00
1.00,0.00,0.00,4.00,3.00,71.54,2013.00
1.00,0.00,0.00,4.00,2.00,46.54,2021.00
1.00,0.00,0.00,3.00,3.00,50.64,2022.00
1.00,0.00,0.00,3.00,3.00,84.55,2021.00
0.00,0.00,1.00,0.00,3.00,69.00,2000.00
0.00,0.00,1.00,4.00,2.00,70.00,1998.00
1.00,0.00,0.00,1.00,2.00,57.36,2011.00
1.00,0.00,0.00,0.00,3.00,53.34,2020.00
1.00,0.00,0.00,1.00,3.00,65.00,2020.00
1.00,0.00,0.00,0.00,2.00,53.33,2022.00
0.00,0.00,1.00,2.00,2.00,49.30,1975.00
0.00,0.00,1.00,1.00,2.00,46.70,1970.00
0.00,1.00,0.00,1.00,2.00,45.37,2011.00
0.00,0.00,1.00,1.00,2.00,42.00,1970.00
0.00,0.00,1.00,7.00,2.00,56.00,2007.00
0.00,1.00,0.00,5.00,2.00,50.00,2020.00
1.00,0.00,0.00,3.00,6.00,139.26,2008.00
1.00,0.00,0.00,5.00,3.00,60.23,2020.00
1.00,0.00,0.00,8.00,4.00,67.44,1978.00
0.00,0.00,1.00,1.00,2.00,46.80,2021.00
1.00,0.00,0.00,0.00,3.00,63.14,2020.00
1.00,0.00,0.00,0.00,2.00,39.15,1960.00
0.00,0.00,1.00,4.00,2.00,46.85,2022.00
0.00,1.00,0.00,1.00,2.00,32.94,2022.00
0.00,0.00,1.00,4.00,4.00,73.60,2022.00
0.00,1.00,0.00,3.00,4.00,90.71,2022.00
0.00,1.00,0.00,0.00,2.00,43.00,2021.00
0.00,0.00,1.00,2.00,4.00,93.64,2021.00
0.00,0.00,1.00,1.00,3.00,61.85,2022.00
1.00,0.00,0.00,1.00,4.00,88.73,2020.00
1.00,0.00,0.00,2.00,3.00,63.55,2021.00
1.00,0.00,0.00,1.00,3.00,56.00,1970.00
1.00,0.00,0.00,3.00,3.00,57.43,2021.00
0.00,0.00,1.00,2.00,2.00,38.00,1957.00
0.00,0.00,1.00,3.00,2.00,37.00,1974.00
1.00,0.00,0.00,2.00,3.00,62.50,2021.00
1.00,0.00,0.00,0.00,2.00,47.07,2021.00
0.00,0.00,1.00,7.00,4.00,150.85,2020.00
0.00,0.00,1.00,3.00,4.00,119.53,2019.00
0.00,0.00,1.00,1.00,3.00,55.00,2017.00
1.00,0.00,0.00,1.00,4.00,100.00,2019.00
1.00,0.00,0.00,6.00,3.00,90.37,2004.00
1.00,0.00,0.00,2.00,2.00,62.00,1918.00
0.00,0.00,1.00,8.00,3.00,54.39,2022.00
0.00,0.00,1.00,1.00,3.00,141.40,1886.00
0.00,0.00,1.00,4.00,3.00,63.00,1936.00
0.00,1.00,0.00,2.00,3.00,77.67,2021.00
1.00,0.00,0.00,3.00,3.00,56.10,1960.00
1.00,0.00,0.00,4.00,2.00,37.00,1970.00
1.00,0.00,0.00,1.00,3.00,84.75,1929.00
0.00,0.00,1.00,2.00,3.00,85.18,2022.00
0.00,0.00,1.00,3.00,4.00,77.00,2021.00
0.00,0.00,1.00,4.00,3.00,49.00,2010.00
1.00,0.00,0.00,1.00,2.00,56.63,2019.00
0.00,0.00,1.00,3.00,1.00,25.00,2017.00
0.00,0.00,1.00,1.00,3.00,68.00,2002.00
0.00,0.00,1.00,3.00,2.00,38.59,1974.00
1.00,0.00,0.00,5.00,3.00,61.59,2020.00
0.00,0.00,1.00,0.00,3.00,57.21,1953.00
1.00,0.00,0.00,4.00,2.00,41.55,2015.00
1.00,0.00,0.00,4.00,3.00,59.75,2022.00
1.00,0.00,0.00,3.00,3.00,73.38,2012.00
0.00,0.00,1.00,4.00,2.00,44.00,2017.00
1.00,0.00,0.00,1.00,3.00,57.36,2021.00
0.00,0.00,1.00,0.00,3.00,48.00,1970.00
1.00,0.00,0.00,2.00,3.00,79.00,1900.00
0.00,1.00,0.00,4.00,3.00,62.76,2020.00
0.00,0.00,1.00,2.00,2.00,48.30,2021.00
0.00,0.00,1.00,0.00,2.00,42.00,1970.00
0.00,0.00,1.00,1.00,3.00,57.00,2005.00
0.00,1.00,0.00,2.00,3.00,66.42,2023.00
1.00,0.00,0.00,1.00,1.00,16.50,2021.00
1.00,0.00,0.00,2.00,3.00,52.48,2022.00
1.00,0.00,0.00,3.00,2.00,32.00,2015.00
0.00,0.00,1.00,5.00,4.00,92.00,1950.00
0.00,0.00,1.00,2.00,2.00,33.87,1962.00
1.00,0.00,0.00,1.00,5.00,113.00,1934.00
0.00,1.00,0.00,5.00,2.00,51.40,2015.00
1.00,0.00,0.00,3.00,3.00,62.00,1983.00
0.00,0.00,1.00,10.00,1.00,34.00,2021.00
0.00,0.00,1.00,2.00,3.00,54.74,2021.00
0.00,0.00,1.00,3.00,3.00,100.00,2010.00
1.00,0.00,0.00,0.00,3.00,43.00,1910.00
1.00,0.00,0.00,4.00,2.00,35.27,2020.00
1.00,0.00,0.00,4.00,2.00,41.00,2001.00
1.00,0.00,0.00,2.00,3.00,50.71,2020.00
1.00,0.00,0.00,4.00,2.00,46.00,1920.00
1.00,0.00,0.00,2.00,2.00,46.90,2018.00
1.00,0.00,0.00,1.00,4.00,65.00,1989.00
1.00,0.00,0.00,4.00,2.00,34.00,2021.00
0.00,0.00,1.00,4.00,6.00,160.00,1995.00
1.00,0.00,0.00,2.00,4.00,92.00,2019.00
0.00,1.00,0.00,4.00,2.00,30.00,2021.00
0.00,0.00,1.00,0.00,3.00,83.00,2006.00
0.00,0.00,1.00,0.00,2.00,42.00,1990.00
1.00,0.00,0.00,0.00,3.00,82.38,2020.00
0.00,0.00,1.00,3.00,4.00,101.16,2021.00
0.00,1.00,0.00,2.00,3.00,50.67,2022.00
1.00,0.00,0.00,9.00,1.00,25.00,1970.00
1.00,0.00,0.00,1.00,4.00,71.69,2022.00
1.00,0.00,0.00,1.00,2.00,45.00,1972.00
0.00,0.00,1.00,2.00,2.00,54.00,2011.00
1.00,0.00,0.00,6.00,3.00,75.93,2021.00
1.00,0.00,0.00,0.00,4.00,67.80,1978.00
1.00,0.00,0.00,1.00,3.00,60.18,2020.00
0.00,1.00,0.00,3.00,1.00,30.34,2022.00
0.00,0.00,1.00,1.00,3.00,64.88,2022.00
1.00,0.00,0.00,3.00,3.00,62.00,2001.00
1.00,0.00,0.00,0.00,4.00,74.00,1993.00
1.00,0.00,0.00,3.00,2.00,32.88,2022.00
0.00,0.00,1.00,2.00,2.00,50.00,2021.00
1.00,0.00,0.00,6.00,3.00,87.03,2021.00
0.00,0.00,1.00,4.00,2.00,48.57,2010.00
1.00,0.00,0.00,1.00,3.00,76.50,2020.00
0.00,0.00,1.00,0.00,3.00,56.00,2021.00
1.00,0.00,0.00,3.00,2.00,38.97,2021.00
1.00,0.00,0.00,5.00,3.00,52.00,2010.00
0.00,0.00,1.00,0.00,2.00,44.00,1981.00
0.00,1.00,0.00,0.00,2.00,50.20,2022.00
0.00,0.00,1.00,1.00,1.00,23.20,1983.00
0.00,0.00,1.00,2.00,2.00,39.00,1970.00
0.00,0.00,1.00,1.00,3.00,63.00,1988.00
0.00,0.00,1.00,8.00,2.00,46.62,2021.00
0.00,0.00,1.00,1.00,2.00,46.70,2020.00
0.00,0.00,1.00,0.00,4.00,87.23,2014.00
1.00,0.00,0.00,1.00,2.00,38.10,2021.00
1.00,0.00,0.00,1.00,4.00,117.50,2020.00
1.00,0.00,0.00,1.00,2.00,46.82,1920.00
0.00,0.00,1.00,10.00,3.00,86.29,2009.00
0.00,0.00,1.00,6.00,3.00,89.00,2008.00
0.00,0.00,1.00,2.00,2.00,47.10,2003.00
0.00,0.00,1.00,6.00,1.00,24.50,1968.00
1.00,0.00,0.00,1.00,3.00,49.00,2021.00
0.00,0.00,1.00,4.00,3.00,47.00,1971.00
0.00,1.00,0.00,0.00,2.00,40.36,2020.00
0.00,1.00,0.00,4.00,2.00,58.77,2022.00
0.00,0.00,1.00,2.00,3.00,63.00,2021.00
0.00,0.00,1.00,4.00,2.00,49.79,2020.00
0.00,1.00,0.00,3.00,3.00,46.00,2019.00
1.00,0.00,0.00,6.00,4.00,97.02,2021.00
0.00,0.00,1.00,5.00,2.00,47.80,2022.00
1.00,0.00,0.00,4.00,10.00,442.20,2017.00
0.00,0.00,1.00,1.00,2.00,59.24,2003.00
0.00,0.00,1.00,1.00,3.00,64.80,2020.00
0.00,1.00,0.00,3.00,3.00,65.99,2021.00
1.00,0.00,0.00,1.00,2.00,35.04,2020.00
0.00,0.00,1.00,0.00,3.00,51.27,2022.00
1.00,0.00,0.00,1.00,2.00,55.83,1915.00
0.00,0.00,1.00,1.00,2.00,55.47,2020.00
1.00,0.00,0.00,3.00,3.00,53.00,1980.00
1.00,0.00,0.00,0.00,2.00,44.37,2021.00
1.00,0.00,0.00,2.00,2.00,71.13,1900.00
0.00,0.00,1.00,1.00,2.00,40.57,2010.00
0.00,0.00,1.00,1.00,1.00,34.00,2020.00
1.00,0.00,0.00,0.00,2.00,45.60,2021.00
0.00,0.00,1.00,3.00,2.00,48.65,2019.00
1.00,0.00,0.00,1.00,5.00,103.00,2020.00
0.00,0.00,1.00,0.00,5.00,186.35,2012.00
0.00,1.00,0.00,2.00,2.00,51.00,2006.00
1.00,0.00,0.00,6.00,3.00,74.00,2012.00
0.00,0.00,1.00,7.00,3.00,51.50,1973.00
0.00,0.00,1.00,10.00,3.00,58.60,1975.00
0.00,1.00,0.00,4.00,3.00,87.41,1910.00
0.00,0.00,1.00,2.00,2.00,40.25,2011.00
1.00,0.00,0.00,3.00,2.00,47.89,1956.00
0.00,0.00,1.00,3.00,1.00,20.00,1970.00
0.00,0.00,1.00,2.00,2.00,32.00,2019.00
0.00,0.00,1.00,5.00,3.00,83.00,2001.00
0.00,1.00,0.00,1.00,3.00,58.00,2021.00
1.00,0.00,0.00,1.00,3.00,66.01,2021.00
1.00,0.00,0.00,1.00,2.00,39.57,2022.00
0.00,1.00,0.00,2.00,3.00,67.15,2020.00
1.00,0.00,0.00,5.00,2.00,46.70,2021.00
0.00,0.00,1.00,2.00,2.00,50.00,1948.00
1.00,0.00,0.00,4.00,2.00,54.00,2014.00
0.00,0.00,1.00,5.00,2.00,74.77,1938.00
1.00,0.00,0.00,1.00,2.00,44.20,2021.00
1.00,0.00,0.00,1.00,3.00,68.48,2016.00
0.00,0.00,1.00,2.00,4.00,73.70,1980.00
0.00,1.00,0.00,1.00,3.00,67.08,2020.00
0.00,0.00,1.00,9.00,2.00,77.50,2008.00
0.00,0.00,1.00,1.00,1.00,23.34,1963.00
1.00,0.00,0.00,1.00,3.00,59.59,2021.00
0.00,0.00,1.00,1.00,3.00,48.20,1964.00
1.00,0.00,0.00,5.00,2.00,50.74,2022.00
1.00,0.00,0.00,0.00,3.00,52.00,1960.00
0.00,0.00,1.00,2.00,4.00,119.00,2021.00
0.00,0.00,1.00,4.00,3.00,61.00,2020.00
0.00,0.00,1.00,0.00,6.00,164.00,2020.00
0.00,0.00,1.00,2.00,1.00,27.90,1960.00
1.00,0.00,0.00,2.00,3.00,64.56,2020.00
1.00,0.00,0.00,2.00,3.00,58.00,2015.00
1.00,0.00,0.00,3.00,3.00,50.00,1968.00
1.00,0.00,0.00,5.00,3.00,78.59,2021.00
1.00,0.00,0.00,0.00,3.00,46.09,1910.00
0.00,1.00,0.00,3.00,6.00,73.80,1978.00
0.00,0.00,1.00,1.00,2.00,54.95,2007.00
0.00,0.00,1.00,0.00,2.00,54.00,2000.00
0.00,0.00,1.00,2.00,1.00,34.15,2012.00
1.00,0.00,0.00,5.00,3.00,80.58,2021.00
0.00,1.00,0.00,1.00,4.00,72.47,2019.00
1.00,0.00,0.00,0.00,5.00,96.11,2022.00
1.00,0.00,0.00,3.00,2.00,33.60,2020.00
1.00,0.00,0.00,2.00,2.00,59.00,2008.00
0.00,0.00,1.00,10.00,2.00,56.20,2008.00
1.00,0.00,0.00,4.00,1.00,33.00,2020.00
0.00,1.00,0.00,0.00,4.00,70.47,2019.00
1.00,0.00,0.00,2.00,3.00,58.05,2016.00
0.00,1.00,0.00,5.00,2.00,32.94,2022.00
0.00,1.00,0.00,2.00,2.00,33.10,2010.00
0.00,1.00,0.00,5.00,2.00,38.48,2022.00
1.00,0.00,0.00,0.00,2.00,43.90,2021.00
1.00,0.00,0.00,1.00,2.00,41.46,2021.00
1.00,0.00,0.00,3.00,2.00,42.53,2021.00
1.00,0.00,0.00,2.00,3.00,67.53,2016.00
0.00,0.00,1.00,2.00,4.00,79.90,2021.00
0.00,0.00,1.00,9.00,2.00,38.60,1970.00
1.00,0.00,0.00,3.00,5.00,103.05,2020.00
1.00,0.00,0.00,6.00,1.00,42.00,2009.00
1.00,0.00,0.00,5.00,4.00,95.00,2000.00
1.00,0.00,0.00,3.00,4.00,74.50,2022.00
1.00,0.00,0.00,1.00,3.00,69.86,2021.00
1.00,0.00,0.00,0.00,2.00,39.00,2017.00
1.00,0.00,0.00,4.00,3.00,91.36,2020.00
1.00,0.00,0.00,1.00,2.00,36.60,2020.00
0.00,0.00,1.00,2.00,2.00,47.00,2006.00
0.00,1.00,0.00,2.00,2.00,46.25,2020.00
1.00,0.00,0.00,4.00,2.00,37.07,2022.00
0.00,0.00,1.00,9.00,3.00,39.00,1970.00
0.00,0.00,1.00,4.00,3.00,69.00,1989.00
0.00,0.00,1.00,3.00,2.00,61.00,1939.00
1.00,0.00,0.00,2.00,3.00,70.00,2019.00
0.00,0.00,1.00,8.00,2.00,36.00,1971.00
1.00,0.00,0.00,0.00,2.00,47.88,2021.00
0.00,0.00,1.00,0.00,4.00,58.97,2022.00
0.00,0.00,1.00,3.00,2.00,52.50,2010.00
1.00,0.00,0.00,0.00,1.00,32.21,2020.00
1.00,0.00,0.00,1.00,3.00,60.73,2021.00
0.00,1.00,0.00,0.00,3.00,72.00,2006.00
0.00,1.00,0.00,2.00,4.00,120.95,1939.00
0.00,1.00,0.00,9.00,2.00,41.00,1970.00
1.00,0.00,0.00,9.00,2.00,55.00,2020.00
0.00,0.00,1.00,0.00,3.00,53.27,2021.00
0.00,0.00,1.00,4.00,3.00,71.50,2011.00
1.00,0.00,0.00,3.00,2.00,51.30,2001.00
1.00,0.00,0.00,0.00,2.00,57.00,2021.00
0.00,0.00,1.00,4.00,2.00,46.27,1962.00
0.00,0.00,1.00,5.00,4.00,91.60,1996.00
0.00,0.00,1.00,0.00,2.00,53.80,2003.00
0.00,1.00,0.00,4.00,3.00,58.60,2020.00
0.00,0.00,1.00,4.00,3.00,114.80,2007.00
0.00,0.00,1.00,1.00,3.00,59.53,2021.00
0.00,1.00,0.00,4.00,2.00,32.50,2021.00
0.00,0.00,1.00,1.00,4.00,91.00,1988.00
1.00,0.00,0.00,0.00,2.00,43.00,1950.00
1.00,0.00,0.00,4.00,3.00,74.05,2021.00
1.00,0.00,0.00,6.00,3.00,60.00,2017.00
0.00,1.00,0.00,2.00,2.00,35.90,1960.00
1.00,0.00,0.00,4.00,3.00,55.23,2021.00
0.00,0.00,1.00,7.00,3.00,60.00,2020.00
0.00,0.00,1.00,5.00,2.00,45.00,2021.00
1.00,0.00,0.00,1.00,1.00,26.62,1980.00
0.00,0.00,1.00,3.00,3.00,72.00,1946.00
0.00,0.00,1.00,3.00,2.00,37.00,1962.00
1.00,0.00,0.00,3.00,3.00,53.20,2021.00
0.00,0.00,1.00,2.00,4.00,79.80,1992.00
0.00,0.00,1.00,2.00,3.00,73.00,2011.00
0.00,1.00,0.00,2.00,2.00,52.00,2020.00
0.00,0.00,1.00,5.00,2.00,43.00,2021.00
0.00,0.00,1.00,0.00,2.00,52.00,2001.00
1.00,0.00,0.00,3.00,4.00,120.00,2018.00
0.00,0.00,1.00,1.00,4.00,84.00,1986.00
1.00,0.00,0.00,3.00,3.00,66.00,1998.00
0.00,0.00,1.00,2.00,4.00,71.98,2021.00
1.00,0.00,0.00,4.00,3.00,66.00,1990.00
0.00,0.00,1.00,0.00,1.00,29.70,1973.00
1.00,0.00,0.00,3.00,2.00,42.18,2020.00
0.00,0.00,1.00,1.00,2.00,41.00,2020.00
0.00,0.00,1.00,9.00,1.00,32.00,1976.00
1.00,0.00,0.00,0.00,3.00,100.00,1918.00
1.00,0.00,0.00,1.00,3.00,69.57,2022.00
1.00,0.00,0.00,9.00,3.00,45.49,1985.00
1.00,0.00,0.00,6.00,3.00,82.24,2020.00
0.00,0.00,1.00,3.00,3.00,71.00,1936.00
0.00,0.00,1.00,2.00,1.00,30.40,2005.00
1.00,0.00,0.00,3.00,3.00,110.00,1930.00
1.00,0.00,0.00,3.00,3.00,69.90,2022.00
0.00,0.00,1.00,7.00,3.00,71.98,2021.00
0.00,1.00,0.00,0.00,4.00,76.21,2022.00
0.00,0.00,1.00,3.00,4.00,63.40,1982.00
0.00,1.00,0.00,0.00,1.00,25.97,2022.00
0.00,0.00,1.00,2.00,2.00,42.50,2020.00
0.00,0.00,1.00,5.00,2.00,45.16,2022.00
0.00,0.00,1.00,4.00,3.00,90.00,1937.00
0.00,1.00,0.00,2.00,3.00,67.44,2021.00
0.00,1.00,0.00,1.00,4.00,86.40,2022.00
0.00,0.00,1.00,0.00,3.00,53.00,2010.00
1.00,0.00,0.00,3.00,3.00,54.19,2020.00
0.00,1.00,0.00,3.00,3.00,84.00,1933.00
1.00,0.00,0.00,0.00,1.00,25.50,2021.00
0.00,0.00,1.00,1.00,2.00,36.00,1969.00
0.00,0.00,1.00,5.00,2.00,60.00,1912.00
0.00,1.00,0.00,3.00,3.00,70.05,2021.00
0.00,1.00,0.00,3.00,1.00,50.60,2018.00
0.00,0.00,1.00,6.00,4.00,66.54,2018.00
1.00,0.00,0.00,3.00,2.00,45.70,2009.00
0.00,0.00,1.00,4.00,1.00,25.33,2022.00
0.00,0.00,1.00,2.00,3.00,48.00,1975.00
0.00,1.00,0.00,1.00,3.00,54.79,2022.00
0.00,0.00,1.00,2.00,3.00,73.70,2010.00
0.00,0.00,1.00,3.00,2.00,43.00,2019.00
0.00,1.00,0.00,1.00,3.00,70.45,2021.00
0.00,0.00,1.00,2.00,2.00,48.67,2006.00
0.00,0.00,1.00,3.00,1.00,32.51,1958.00
0.00,1.00,0.00,4.00,3.00,50.67,2022.00
0.00,0.00,1.00,0.00,3.00,81.00,2012.00
1.00,0.00,0.00,0.00,2.00,39.54,2021.00
1.00,0.00,0.00,2.00,2.00,39.40,2009.00
1.00,0.00,0.00,2.00,5.00,126.20,2019.00
1.00,0.00,0.00,3.00,3.00,57.69,2021.00
0.00,0.00,1.00,2.00,2.00,44.00,2017.00
0.00,1.00,0.00,10.00,2.00,49.40,1970.00
0.00,1.00,0.00,0.00,2.00,32.50,2022.00
1.00,0.00,0.00,6.00,2.00,49.00,2001.00
1.00,0.00,0.00,1.00,3.00,53.84,2021.00
0.00,1.00,0.00,0.00,3.00,66.75,2021.00
1.00,0.00,0.00,9.00,1.00,25.00,1985.00
1.00,0.00,0.00,3.00,3.00,54.60,2022.00
0.00,1.00,0.00,0.00,2.00,32.50,2022.00
0.00,1.00,0.00,5.00,3.00,72.60,2020.00
0.00,0.00,1.00,6.00,2.00,51.49,2021.00
0.00,0.00,1.00,0.00,2.00,30.43,2022.00
0.00,0.00,1.00,5.00,4.00,87.38,2020.00
0.00,0.00,1.00,1.00,4.00,91.84,2021.00
0.00,0.00,1.00,3.00,3.00,95.70,2021.00
0.00,1.00,0.00,2.00,2.00,32.50,2022.00
0.00,0.00,1.00,7.00,2.00,32.00,1980.00
0.00,0.00,1.00,1.00,4.00,121.00,1998.00
1.00,0.00,0.00,3.00,3.00,66.00,1970.00
1.00,0.00,0.00,5.00,3.00,54.36,2021.00
0.00,0.00,1.00,3.00,5.00,187.50,2009.00
0.00,0.00,1.00,0.00,3.00,74.24,2002.00
0.00,0.00,1.00,8.00,4.00,83.00,2020.00
0.00,0.00,1.00,4.00,2.00,31.00,1951.00
1.00,0.00,0.00,4.00,2.00,31.90,2021.00
0.00,0.00,1.00,1.00,2.00,47.97,2020.00
0.00,0.00,1.00,0.00,3.00,46.74,1966.00
1.00,0.00,0.00,6.00,2.00,44.38,2021.00
1.00,0.00,0.00,2.00,4.00,83.00,2008.00
1.00,0.00,0.00,3.00,2.00,49.50,1974.00
0.00,0.00,1.00,0.00,2.00,54.95,2021.00
1.00,0.00,0.00,3.00,2.00,34.37,2021.00
0.00,0.00,1.00,1.00,2.00,51.00,1951.00
0.00,1.00,0.00,3.00,3.00,73.40,1998.00
1.00,0.00,0.00,1.00,2.00,56.00,2006.00
0.00,1.00,0.00,2.00,2.00,33.08,2022.00
0.00,1.00,0.00,5.00,3.00,50.67,2022.00
1.00,0.00,0.00,2.00,3.00,47.49,2022.00
0.00,0.00,1.00,2.00,2.00,69.00,1953.00
0.00,0.00,1.00,2.00,2.00,36.98,2020.00
0.00,0.00,1.00,4.00,4.00,83.09,2022.00
0.00,0.00,1.00,6.00,4.00,173.18,2021.00
1.00,0.00,0.00,0.00,1.00,30.10,2008.00
0.00,0.00,1.00,1.00,3.00,58.00,2018.00
1.00,0.00,0.00,4.00,3.00,63.51,2021.00
1.00,0.00,0.00,4.00,3.00,71.73,2021.00
0.00,0.00,1.00,3.00,3.00,54.89,1961.00
0.00,1.00,0.00,0.00,3.00,48.30,1970.00
0.00,0.00,1.00,0.00,3.00,60.00,1957.00
0.00,0.00,1.00,2.00,2.00,39.00,2014.00
0.00,0.00,1.00,2.00,2.00,54.00,1958.00
0.00,0.00,1.00,2.00,2.00,50.00,2007.00
1.00,0.00,0.00,4.00,2.00,48.35,2020.00
0.00,0.00,1.00,1.00,3.00,80.00,2020.00
0.00,1.00,0.00,0.00,3.00,79.37,2011.00
1.00,0.00,0.00,3.00,3.00,61.68,1996.00
0.00,0.00,1.00,2.00,3.00,81.00,2008.00
1.00,0.00,0.00,0.00,3.00,80.30,1886.00
1.00,0.00,0.00,4.00,3.00,51.00,2017.00
0.00,0.00,1.00,6.00,3.00,48.00,1972.00
0.00,0.00,1.00,1.00,5.00,88.60,1983.00
0.00,0.00,1.00,0.00,3.00,66.00,1955.00
1.00,0.00,0.00,4.00,4.00,70.00,1994.00
1.00,0.00,0.00,7.00,2.00,40.00,2018.00
0.00,0.00,1.00,3.00,2.00,58.00,2005.00
1.00,0.00,0.00,6.00,4.00,83.27,2021.00
0.00,0.00,1.00,10.00,4.00,161.00,2004.00
1.00,0.00,0.00,1.00,1.00,28.75,2020.00
0.00,0.00,1.00,1.00,2.00,92.10,2018.00
1.00,0.00,0.00,2.00,2.00,49.30,1980.00
1.00,0.00,0.00,3.00,1.00,28.06,2022.00
1.00,0.00,0.00,1.00,2.00,45.96,2009.00
1.00,0.00,0.00,3.00,3.00,76.37,2022.00
1.00,0.00,0.00,4.00,5.00,67.00,1970.00
1.00,0.00,0.00,7.00,2.00,57.05,2022.00
1.00,0.00,0.00,3.00,3.00,75.50,2008.00
0.00,0.00,1.00,0.00,3.00,68.00,1920.00
1.00,0.00,0.00,3.00,3.00,61.08,2001.00
0.00,0.00,1.00,3.00,3.00,50.00,1968.00
0.00,0.00,1.00,7.00,1.00,27.00,1975.00
1.00,0.00,0.00,5.00,1.00,32.67,2021.00
1.00,0.00,0.00,2.00,4.00,120.00,1930.00
0.00,0.00,1.00,1.00,1.00,19.00,1955.00
0.00,1.00,0.00,3.00,4.00,82.61,2020.00
0.00,0.00,1.00,1.00,3.00,56.24,2021.00
0.00,1.00,0.00,1.00,3.00,87.72,1998.00
0.00,0.00,1.00,6.00,3.00,124.00,2017.00
1.00,0.00,0.00,3.00,2.00,28.36,2021.00
